"user_id","course_id","course_title","category_type","description","duration","rating","About_Course"
7,68,Dasar-dasar Teknologi Informasi,Sipil,"Dasar-dasar Teknologi Informasi membahas konsep-konsep dasar tentang komputer, jaringan, dan sistem informasi.","00:01:00","80",Kursus ini mengajarkan dasar-dasar teknologi informasi.
2,68,Dasar-dasar Teknologi Informasi,Sipil,"Dasar-dasar Teknologi Informasi membahas konsep-konsep dasar tentang komputer, jaringan, dan sistem informasi.","00:01:00","20",Kursus ini mengajarkan dasar-dasar teknologi informasi.
3,69,Pengantar Sains Komputer,Mesin,"Pengantar Sains Komputer membahas konsep-konsep dasar tentang pemrograman, algoritma, dan struktur data.","00:01:00","60",Kursus ini mengajarkan dasar-dasar sains komputer.
7,69,Pengantar Sains Komputer,Mesin,"Pengantar Sains Komputer membahas konsep-konsep dasar tentang pemrograman, algoritma, dan struktur data.","00:01:00","60",Kursus ini mengajarkan dasar-dasar sains komputer.
7,70,Pengantar Teknologi Web,Informatika,"Pengantar Teknologi Web membahas konsep-konsep dasar tentang HTML, CSS, dan JavaScript.","00:01:00","80",Kursus ini mengajarkan dasar-dasar teknologi web.
1,70,Pengantar Teknologi Web,Informatika,"Pengantar Teknologi Web membahas konsep-konsep dasar tentang HTML, CSS, dan JavaScript.","00:01:00","40",Kursus ini mengajarkan dasar-dasar teknologi web.
3,71,Pengantar Sistem Operasi,Sipil,Pengantar Sistem Operasi membahas konsep-konsep dasar tentang manajemen sumber daya komputer dan antarmuka pengguna.,"00:01:00","80",Kursus ini mengajarkan dasar-dasar sistem operasi.
8,71,Pengantar Sistem Operasi,Sipil,Pengantar Sistem Operasi membahas konsep-konsep dasar tentang manajemen sumber daya komputer dan antarmuka pengguna.,"00:01:00","100",Kursus ini mengajarkan dasar-dasar sistem operasi.
8,72,Pengantar Jaringan Komputer,Mesin,"Pengantar Jaringan Komputer membahas konsep-konsep dasar tentang topologi jaringan, protokol komunikasi, dan keamanan jaringan.","00:01:00","80",Kursus ini mengajarkan dasar-dasar jaringan komputer.
4,73,Pengantar Basis Data,Informatika,Pengantar Basis Data membahas konsep-konsep dasar tentang pengelolaan dan manipulasi data dalam basis data.,"00:01:00","100",Kursus ini mengajarkan dasar-dasar basis data.
9,73,Pengantar Basis Data,Informatika,Pengantar Basis Data membahas konsep-konsep dasar tentang pengelolaan dan manipulasi data dalam basis data.,"00:01:00","60",Kursus ini mengajarkan dasar-dasar basis data.
9,74,Pengantar Kecerdasan Buatan,Sipil,"Pengantar Kecerdasan Buatan membahas konsep-konsep dasar tentang pembelajaran mesin, pengolahan bahasa alami, dan pengenalan pola.","00:01:00","40",Kursus ini mengajarkan dasar-dasar kecerdasan buatan.
4,75,Pengantar Pengembangan Perangkat Lunak,Mesin,"Pengantar Pengembangan Perangkat Lunak membahas konsep-konsep dasar tentang siklus hidup pengembangan perangkat lunak, metode pengembangan, dan manajemen proyek.","00:01:00","80",Kursus ini mengajarkan dasar-dasar pengembangan perangkat lunak.
1,75,Pengantar Pengembangan Perangkat Lunak,Mesin,"Pengantar Pengembangan Perangkat Lunak membahas konsep-konsep dasar tentang siklus hidup pengembangan perangkat lunak, metode pengembangan, dan manajemen proyek.","00:01:00","40",Kursus ini mengajarkan dasar-dasar pengembangan perangkat lunak.
10,75,Pengantar Pengembangan Perangkat Lunak,Mesin,"Pengantar Pengembangan Perangkat Lunak membahas konsep-konsep dasar tentang siklus hidup pengembangan perangkat lunak, metode pengembangan, dan manajemen proyek.","00:01:00","20",Kursus ini mengajarkan dasar-dasar pengembangan perangkat lunak.
10,76,Pengantar Pengujian Perangkat Lunak,Informatika,"Pengantar Pengujian Perangkat Lunak membahas konsep-konsep dasar tentang metode pengujian, strategi pengujian, dan alat pengujian.","00:01:00","40",Kursus ini mengajarkan dasar-dasar pengujian perangkat lunak.
19,76,Pengantar Pengujian Perangkat Lunak,Informatika,"Pengantar Pengujian Perangkat Lunak membahas konsep-konsep dasar tentang metode pengujian, strategi pengujian, dan alat pengujian.","00:01:00","60",Kursus ini mengajarkan dasar-dasar pengujian perangkat lunak.
4,76,Pengantar Pengujian Perangkat Lunak,Informatika,"Pengantar Pengujian Perangkat Lunak membahas konsep-konsep dasar tentang metode pengujian, strategi pengujian, dan alat pengujian.","00:01:00","100",Kursus ini mengajarkan dasar-dasar pengujian perangkat lunak.
5,77,Pengantar Rekayasa Perangkat Lunak,Sipil,"Pengantar Rekayasa Perangkat Lunak membahas konsep-konsep dasar tentang analisis kebutuhan, perancangan sistem, dan pengkodean.","00:01:00","60",Kursus ini mengajarkan dasar-dasar rekayasa perangkat lunak.
11,77,Pengantar Rekayasa Perangkat Lunak,Sipil,"Pengantar Rekayasa Perangkat Lunak membahas konsep-konsep dasar tentang analisis kebutuhan, perancangan sistem, dan pengkodean.","00:01:00","60",Kursus ini mengajarkan dasar-dasar rekayasa perangkat lunak.
4,78,Dasar-dasar Bahasa Pemrograman,Mesin,"Dasar-dasar Bahasa Pemrograman membahas konsep-konsep dasar tentang sintaksis, struktur data, dan kontrol alur.","00:01:00","100",Kursus ini mengajarkan dasar-dasar bahasa pemrograman.
11,78,Dasar-dasar Bahasa Pemrograman,Mesin,"Dasar-dasar Bahasa Pemrograman membahas konsep-konsep dasar tentang sintaksis, struktur data, dan kontrol alur.","00:01:00","40",Kursus ini mengajarkan dasar-dasar bahasa pemrograman.
12,78,Dasar-dasar Bahasa Pemrograman,Mesin,"Dasar-dasar Bahasa Pemrograman membahas konsep-konsep dasar tentang sintaksis, struktur data, dan kontrol alur.","00:01:00","20",Kursus ini mengajarkan dasar-dasar bahasa pemrograman.
3,78,Dasar-dasar Bahasa Pemrograman,Mesin,"Dasar-dasar Bahasa Pemrograman membahas konsep-konsep dasar tentang sintaksis, struktur data, dan kontrol alur.","00:01:00","80",Kursus ini mengajarkan dasar-dasar bahasa pemrograman.
5,79,Pengantar Algoritma,Informatika,"Pengantar Algoritma membahas konsep-konsep dasar tentang desain algoritma, analisis kompleksitas, dan strategi algoritma.","00:01:00","40",Kursus ini mengajarkan dasar-dasar algoritma.
12,79,Pengantar Algoritma,Informatika,"Pengantar Algoritma membahas konsep-konsep dasar tentang desain algoritma, analisis kompleksitas, dan strategi algoritma.","00:01:00","20",Kursus ini mengajarkan dasar-dasar algoritma.
12,80,Pengantar Ilmu Data,Sipil,"Pengantar Ilmu Data membahas konsep-konsep dasar tentang analisis data, pemrosesan data, dan visualisasi data.","00:01:00","40",Kursus ini mengajarkan dasar-dasar ilmu data.
6,81,Pengantar Pembelajaran Mesin,Mesin,"Pengantar Pembelajaran Mesin membahas konsep-konsep dasar tentang klasifikasi, clustering, dan regresi.","00:01:00","20",Kursus ini mengajarkan dasar-dasar pembelajaran mesin.
13,81,Pengantar Pembelajaran Mesin,Mesin,"Pengantar Pembelajaran Mesin membahas konsep-konsep dasar tentang klasifikasi, clustering, dan regresi.","00:01:00","60",Kursus ini mengajarkan dasar-dasar pembelajaran mesin.
13,82,Pengantar Kecerdasan Buatan,Informatika,"Pengantar Kecerdasan Buatan membahas konsep-konsep dasar tentang logika fuzzy, jaringan syaraf tiruan, dan sistem pakar.","00:01:00","80",Kursus ini mengajarkan dasar-dasar kecerdasan buatan.
6,83,Pengantar Pengolahan Bahasa Alami,Sipil,"Pengantar Pengolahan Bahasa Alami membahas konsep-konsep dasar tentang tokenisasi, analisis sentimen, dan penerjemahan mesin.","00:01:00","40",Kursus ini mengajarkan dasar-dasar pengolahan bahasa alami.
14,83,Pengantar Pengolahan Bahasa Alami,Sipil,"Pengantar Pengolahan Bahasa Alami membahas konsep-konsep dasar tentang tokenisasi, analisis sentimen, dan penerjemahan mesin.","00:01:00","100",Kursus ini mengajarkan dasar-dasar pengolahan bahasa alami.
14,84,Pengantar Pengenalan Pola,Mesin,"Pengantar Pengenalan Pola membahas konsep-konsep dasar tentang ekstraksi fitur, klasifikasi pola, dan pengenalan objek.","00:01:00","80",Kursus ini mengajarkan dasar-dasar pengenalan pola.
7,85,Pengantar Komputasi Awan,Informatika,"Pengantar Komputasi Awan membahas konsep-konsep dasar tentang infrastruktur awan, layanan awan, dan manajemen awan.","00:01:00","60",Kursus ini mengajarkan dasar-dasar komputasi awan.
15,85,Pengantar Komputasi Awan,Informatika,"Pengantar Komputasi Awan membahas konsep-konsep dasar tentang infrastruktur awan, layanan awan, dan manajemen awan.","00:01:00","60",Kursus ini mengajarkan dasar-dasar komputasi awan.
15,86,Pengantar Keamanan Informasi,Sipil,"Pengantar Keamanan Informasi membahas konsep-konsep dasar tentang enkripsi, pengelolaan identitas, dan ancaman keamanan.","00:01:00","40",Kursus ini mengajarkan dasar-dasar keamanan informasi.
7,87,Pengantar Manajemen Proyek TI,Mesin,"Pengantar Manajemen Proyek TI membahas konsep-konsep dasar tentang perencanaan proyek, pengendalian proyek, dan manajemen risiko.","00:01:00","80",Kursus ini mengajarkan dasar-dasar manajemen proyek TI.
20,87,Pengantar Manajemen Proyek TI,Mesin,"Pengantar Manajemen Proyek TI membahas konsep-konsep dasar tentang perencanaan proyek, pengendalian proyek, dan manajemen risiko.","00:01:00","40",Kursus ini mengajarkan dasar-dasar manajemen proyek TI.
16,87,Pengantar Manajemen Proyek TI,Mesin,"Pengantar Manajemen Proyek TI membahas konsep-konsep dasar tentang perencanaan proyek, pengendalian proyek, dan manajemen risiko.","00:01:00","20",Kursus ini mengajarkan dasar-dasar manajemen proyek TI.
17,87,Pengantar Manajemen Proyek TI,Mesin,"Pengantar Manajemen Proyek TI membahas konsep-konsep dasar tentang perencanaan proyek, pengendalian proyek, dan manajemen risiko.","00:01:00","80",Kursus ini mengajarkan dasar-dasar manajemen proyek TI.
16,88,Pengantar E-Commerce,Informatika,"Pengantar E-Commerce membahas konsep-konsep dasar tentang transaksi online, model bisnis e-commerce, dan strategi pemasaran digital.","00:01:00","40",Kursus ini mengajarkan dasar-dasar e-commerce.
8,89,Pengantar Desain UX,Sipil,"Pengantar Desain UX membahas konsep-konsep dasar tentang penelitian pengguna, wireframing, dan pengujian pengguna.","00:01:00","100",Kursus ini mengajarkan dasar-dasar desain UX.
17,89,Pengantar Desain UX,Sipil,"Pengantar Desain UX membahas konsep-konsep dasar tentang penelitian pengguna, wireframing, dan pengujian pengguna.","00:01:00","60",Kursus ini mengajarkan dasar-dasar desain UX.
12,89,Pengantar Desain UX,Sipil,"Pengantar Desain UX membahas konsep-konsep dasar tentang penelitian pengguna, wireframing, dan pengujian pengguna.","00:01:00","40",Kursus ini mengajarkan dasar-dasar desain UX.
17,90,Pengantar Desain UI,Mesin,"Pengantar Desain UI membahas konsep-konsep dasar tentang tata letak, warna, dan tipografi.","00:01:00","80",Kursus ini mengajarkan dasar-dasar desain UI.
8,91,Pengantar Grafika Komputer,Informatika,"Pengantar Grafika Komputer membahas konsep-konsep dasar tentang rendering, animasi, dan visualisasi.","00:01:00","80",Kursus ini mengajarkan dasar-dasar grafika komputer.
18,91,Pengantar Grafika Komputer,Informatika,"Pengantar Grafika Komputer membahas konsep-konsep dasar tentang rendering, animasi, dan visualisasi.","00:01:00","100",Kursus ini mengajarkan dasar-dasar grafika komputer.
18,92,Pengantar Desain Game,Sipil,"Pengantar Desain Game membahas konsep-konsep dasar tentang gameplay, level design, dan narrative.","00:01:00","80",Kursus ini mengajarkan dasar-dasar desain game.
14,92,Pengantar Desain Game,Sipil,"Pengantar Desain Game membahas konsep-konsep dasar tentang gameplay, level design, dan narrative.","00:01:00","100",Kursus ini mengajarkan dasar-dasar desain game.
9,93,Pengantar Animasi,Mesin,"Pengantar Animasi membahas konsep-konsep dasar tentang gerak, karakter, dan efek visual.","00:01:00","60",Kursus ini mengajarkan dasar-dasar animasi.
19,93,Pengantar Animasi,Mesin,"Pengantar Animasi membahas konsep-konsep dasar tentang gerak, karakter, dan efek visual.","00:01:00","60",Kursus ini mengajarkan dasar-dasar animasi.
19,94,Pengantar Produksi Musik,Informatika,"Pengantar Produksi Musik membahas konsep-konsep dasar tentang rekaman, mixing, dan mastering.","00:01:00","40",Kursus ini mengajarkan dasar-dasar produksi musik.
9,95,Pengantar Fotografi,Sipil,"Pengantar Fotografi membahas konsep-konsep dasar tentang komposisi, pencahayaan, dan teknik pengambilan gambar.","00:01:00","40",Kursus ini mengajarkan dasar-dasar fotografi.
20,95,Pengantar Fotografi,Sipil,"Pengantar Fotografi membahas konsep-konsep dasar tentang komposisi, pencahayaan, dan teknik pengambilan gambar.","00:01:00","20",Kursus ini mengajarkan dasar-dasar fotografi.
20,96,Pengantar Seni Digital,Mesin,"Pengantar Seni Digital membahas konsep-konsep dasar tentang lukisan digital, ilustrasi vektor, dan seni 3D.","00:01:00","40",Kursus ini mengajarkan dasar-dasar seni digital.
10,97,Pengantar Desain Karakter,Informatika,"Pengantar Desain Karakter membahas konsep-konsep dasar tentang karakterisasi, desain anatomi, dan ekspresi karakter.","00:01:00","20",Kursus ini mengajarkan dasar-dasar desain karakter.
1,97,Pengantar Desain Karakter,Informatika,"Pengantar Desain Karakter membahas konsep-konsep dasar tentang karakterisasi, desain anatomi, dan ekspresi karakter.","00:01:00","60",Kursus ini mengajarkan dasar-dasar desain karakter.
2,97,Pengantar Desain Karakter,Informatika,"Pengantar Desain Karakter membahas konsep-konsep dasar tentang karakterisasi, desain anatomi, dan ekspresi karakter.","00:01:00","40",Kursus ini mengajarkan dasar-dasar desain karakter.
1,98,Pengantar Desain Produk,Sipil,"Pengantar Desain Produk membahas konsep-konsep dasar tentang ideation, prototyping, dan evaluasi produk.","00:01:00","40",Kursus ini mengajarkan dasar-dasar desain produk.
10,99,Pengantar Desain Interior,Mesin,"Pengantar Desain Interior membahas konsep-konsep dasar tentang tata letak ruang, pemilihan furnitur, dan pencahayaan.","00:01:00","40",Kursus ini mengajarkan dasar-dasar desain interior.
2,99,Pengantar Desain Interior,Mesin,"Pengantar Desain Interior membahas konsep-konsep dasar tentang tata letak ruang, pemilihan furnitur, dan pencahayaan.","00:01:00","20",Kursus ini mengajarkan dasar-dasar desain interior.
11,99,Pengantar Desain Interior,Mesin,"Pengantar Desain Interior membahas konsep-konsep dasar tentang tata letak ruang, pemilihan furnitur, dan pencahayaan.","00:01:00","40",Kursus ini mengajarkan dasar-dasar desain interior.
2,100,Pengantar Desain Fashion,Informatika,"Pengantar Desain Fashion membahas konsep-konsep dasar tentang pola pakaian, teknik jahit, dan tren fashion.","00:01:00","40",Kursus ini mengajarkan dasar-dasar desain fashion.
14,100,Pengantar Desain Fashion,Informatika,"Pengantar Desain Fashion membahas konsep-konsep dasar tentang pola pakaian, teknik jahit, dan tren fashion.","00:01:00","80",Kursus ini mengajarkan dasar-dasar desain fashion.
11,101,Pengantar Seni Rupa,Sipil,"Pengantar Seni Rupa membahas konsep-konsep dasar tentang lukisan, patung, dan seni instalasi.","00:01:00","60",Kursus ini mengajarkan dasar-dasar seni rupa.
3,101,Pengantar Seni Rupa,Sipil,"Pengantar Seni Rupa membahas konsep-konsep dasar tentang lukisan, patung, dan seni instalasi.","00:01:00","60",Kursus ini mengajarkan dasar-dasar seni rupa.
15,101,Pengantar Seni Rupa,Sipil,"Pengantar Seni Rupa membahas konsep-konsep dasar tentang lukisan, patung, dan seni instalasi.","00:01:00","60",Kursus ini mengajarkan dasar-dasar seni rupa.
3,102,Pengantar Sejarah Seni,Mesin,Pengantar Sejarah Seni membahas perkembangan seni dari zaman prasejarah hingga kontemporer.,"00:01:00","80",Kursus ini mengajarkan dasar-dasar sejarah seni.
11,103,Pengantar Estetika,Informatika,"Pengantar Estetika membahas konsep-konsep dasar tentang keindahan, rasa, dan kreativitas.","00:01:00","40",Kursus ini mengajarkan dasar-dasar estetika.
4,103,Pengantar Estetika,Informatika,"Pengantar Estetika membahas konsep-konsep dasar tentang keindahan, rasa, dan kreativitas.","00:01:00","100",Kursus ini mengajarkan dasar-dasar estetika.
15,103,Pengantar Estetika,Informatika,"Pengantar Estetika membahas konsep-konsep dasar tentang keindahan, rasa, dan kreativitas.","00:01:00","40",Kursus ini mengajarkan dasar-dasar estetika.
4,104,Pengantar Kritik Seni,Sipil,Pengantar Kritik Seni membahas pendekatan dan metodologi dalam menganalisis dan mengevaluasi karya seni.,"00:01:00","80",Kursus ini mengajarkan dasar-dasar kritik seni.
16,104,Pengantar Kritik Seni,Sipil,Pengantar Kritik Seni membahas pendekatan dan metodologi dalam menganalisis dan mengevaluasi karya seni.,"00:01:00","20",Kursus ini mengajarkan dasar-dasar kritik seni.
12,105,Pengantar Drama,Mesin,"Pengantar Drama membahas unsur-unsur drama, struktur naratif, dan teknik pementasan.","00:01:00","20",Kursus ini mengajarkan dasar-dasar drama.
5,105,Pengantar Drama,Mesin,"Pengantar Drama membahas unsur-unsur drama, struktur naratif, dan teknik pementasan.","00:01:00","60",Kursus ini mengajarkan dasar-dasar drama.
5,106,Pengantar Sinematografi,Informatika,"Pengantar Sinematografi membahas teknik-teknik pembuatan film, komposisi visual, dan penyuntingan gambar.","00:01:00","40",Kursus ini mengajarkan dasar-dasar sinematografi.
12,107,Pengantar Musikologi,Sipil,"Pengantar Musikologi membahas konsep-konsep dasar tentang sejarah musik, analisis musik, dan teori musik.","00:01:00","40",Kursus ini mengajarkan dasar-dasar musikologi.
6,107,Pengantar Musikologi,Sipil,"Pengantar Musikologi membahas konsep-konsep dasar tentang sejarah musik, analisis musik, dan teori musik.","00:01:00","20",Kursus ini mengajarkan dasar-dasar musikologi.
13,108,Pengantar Penulisan Kreatif,Mesin,"Pengantar Penulisan Kreatif membahas teknik-teknik penulisan fiksi, non-fiksi, dan puisi.","00:01:00","60",Kursus ini mengajarkan dasar-dasar penulisan kreatif.
6,108,Pengantar Penulisan Kreatif,Mesin,"Pengantar Penulisan Kreatif membahas teknik-teknik penulisan fiksi, non-fiksi, dan puisi.","00:01:00","40",Kursus ini mengajarkan dasar-dasar penulisan kreatif.
